,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
618,Rúben Vinagre,Left-Back,23,5.0,Portugal,Liga Portugal,Sporting CP,England,Premier League,Everton FC,0,True
619,Sepp van den Berg,Centre-Back,20,5.0,England,Premier League,Liverpool FC,Germany,Bundesliga,FC Schalke 04,0,True
620,Sebastiano Esposito,Centre-Forward,20,5.0,Italy,Serie A,Inter Milan,Belgium,Jupiler Pro League,RSC Anderlecht,0,True
621,Amos Pieper,Centre-Back,24,5.0,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,SV Werder Bremen,0,False
622,Arthur Masuaku,Left-Back,28,5.0,England,Premier League,West Ham United,Türkiye,Süper Lig,Besiktas JK,0,True
623,Tom Lawrence,Left Winger,28,5.0,England,League One,Derby County,Scotland,Premiership,Rangers FC,0,False
624,Simone Verdi,Attacking Midfield,30,5.0,Italy,Serie A,Torino FC,Italy,Serie A,Hellas Verona,0,True
625,Aaron Mooy,Central Midfield,31,5.0,China,Super League,Shanghai Port,Scotland,Premiership,Celtic FC,0,False
626,Mads Bech Sörensen,Centre-Back,23,5.0,England,Premier League,Brentford FC,France,Ligue 1,OGC Nice,0,True
627,Gabriel Pires,Central Midfield,28,5.0,Portugal,Liga Portugal,SL Benfica,Brazil,Série A,Botafogo de Futebol e Regatas,0,True
628,Rodrigo Muniz,Centre-Forward,21,5.0,England,Premier League,Fulham FC,England,Championship,Middlesbrough FC,0,True
629,Ronaël Pierre-Gabriel,Right-Back,24,5.0,Germany,Bundesliga,1.FSV Mainz 05,France,Ligue 1,RC Strasbourg Alsace,0,True
630,Sime Vrsaljko,Right-Back,30,5.0,Spain,LaLiga,Atlético de Madrid,Greece,Super League 1,Olympiacos Piraeus,0,False
631,Joselu,Centre-Forward,32,5.0,Spain,LaLiga SmartBank,Deportivo Alavés,Spain,LaLiga,RCD Espanyol Barcelona,0,False
632,Benjamin Lecomte,Goalkeeper,31,5.0,Monaco,Ligue 1,AS Monaco,Spain,LaLiga,RCD Espanyol Barcelona,0,True
633,Sebastian Walukiewicz,Centre-Back,22,5.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,0,True
634,Shane Duffy,Centre-Back,30,5.0,England,Premier League,Brighton & Hove Albion,England,Premier League,Fulham FC,0,True
635,Zelimkhan Bakaev,Right Winger,26,5.0,Russia,Premier Liga,Spartak Moscow,Russia,Premier Liga,Zenit St. Petersburg,0,False
636,Giuseppe Pezzella,Left-Back,24,5.0,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,US Lecce,0,True
637,Rémi Oudin,Attacking Midfield,25,5.0,France,Ligue 2,FC Girondins Bordeaux,Italy,Serie A,US Lecce,0,True
638,Jeff Hendrick,Central Midfield,30,5.0,England,Premier League,Newcastle United,England,Championship,Reading FC,0,True
639,Gonzalo Villar,Central Midfield,24,5.0,Italy,Serie A,AS Roma,Italy,Serie A,UC Sampdoria,0,True
640,Ethan Laird,Right-Back,21,5.0,England,Premier League 2,Manchester United U21,England,Championship,Queens Park Rangers,0,True
641,Riechedly Bazoer,Centre-Back,25,5.0,Netherlands,Eredivisie,Vitesse Arnhem,Netherlands,Eredivisie,AZ Alkmaar,0,False
642,Ian Maatsen,Left-Back,20,5.0,England,Premier League 2,Chelsea FC U21,England,Championship,Burnley FC,0,True
643,Levi Colwill,Centre-Back,19,5.0,England,Premier League 2,Chelsea FC U21,England,Premier League,Brighton & Hove Albion,0,True
644,Soualiho Meïté,Central Midfield,28,5.0,Portugal,Liga Portugal,SL Benfica,Italy,Serie A,US Cremonese,0,True
645,Antonio Blanco,Defensive Midfield,22,5.0,Spain,LaLiga,Real Madrid,Spain,LaLiga,Cádiz CF,0,True
646,Pablo Marí,Centre-Back,28,5.0,England,Premier League,Arsenal FC,Italy,Serie A,AC Monza,0,True
647,Jean Michaël Seri,Defensive Midfield,30,5.0,England,Premier League,Fulham FC,England,Championship,Hull City,0,False
648,Steven Alzate,Central Midfield,23,5.0,England,Premier League,Brighton & Hove Albion,Belgium,Jupiler Pro League,Standard Liège,0,True
649,Fernando Pacheco,Goalkeeper,30,5.0,Spain,LaLiga SmartBank,Deportivo Alavés,Spain,LaLiga,UD Almería,0,False
650,Yacine Brahimi,Left Winger,32,5.0,Qatar,Stars League,Al-Rayyan SC,Qatar,Stars League,Al-Gharafa SC,0,False
651,Héctor Herrera,Central Midfield,32,5.0,Spain,LaLiga,Atlético de Madrid,United States,MLS,Houston Dynamo FC,0,False
652,Ricardo Goulart,Attacking Midfield,31,5.0,Brazil,Série A,Santos FC,Brazil,Série B,Esporte Clube Bahia,0,False
653,Yan Couto,Right-Back,20,5.0,England,Premier League,Manchester City,Spain,LaLiga,Girona FC,0,True
654,Marcos Paulo,Left Winger,21,5.0,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga SmartBank,CD Mirandés,0,True
655,David Ospina,Goalkeeper,33,5.0,Italy,Serie A,SSC Napoli,Saudi Arabia,Saudi Pro League,Al-Nassr FC,0,False
656,Carlos Salcedo,Centre-Back,28,5.0,Canada,MLS,Toronto FC,Mexico,Liga MX Apertura,FC Juárez,0,False
657,Anthony Nwakaeme,Left Winger,33,5.0,Türkiye,Süper Lig,Trabzonspor,Saudi Arabia,Saudi Pro League,Al-Fayha FC,0,False
658,Emirhan İlkhan,Central Midfield,18,3.0,Türkiye,Süper Lig,Besiktas JK,Italy,Serie A,Torino FC,4.9,False
659,Dia Saba,Attacking Midfield,29,4.8,United Arab Emirates,UAE Pro League,Al-Nasr SC (UAE),Türkiye,Süper Lig,Sivasspor,0,False
660,Rodrigo Aguirre,Centre-Forward,27,2.0,Ecuador,Serie A Segunda Etapa,LDU Quito,Mexico,Liga MX Apertura,CF Monterrey,4.75,False
661,Amar Fatah,Left Winger,18,350k,Sweden,Allsvenskan,AIK,France,Ligue 1,ESTAC Troyes,4.7,False
662,Berat Özdemir,Defensive Midfield,24,4.7,Türkiye,Süper Lig,Trabzonspor,Saudi Arabia,Saudi Pro League,Al-Ettifaq FC,2.44,False
663,Nicolas Moumi Ngamaleu,Left Winger,28,4.7,Switzerland,Super League,BSC Young Boys,Russia,Premier Liga,Dynamo Moscow,2.0,False
664,Daniel-Kofi Kyereh,Attacking Midfield,26,3.0,Germany,2. Bundesliga,FC St. Pauli,Germany,Bundesliga,SC Freiburg,4.5,False
665,Denis Vavro,Centre-Back,26,3.0,Italy,Serie A,SS Lazio,Denmark,Superliga,FC Copenhagen,4.5,False
666,Igor Paixão,Left Winger,22,800k,Brazil,Série A,Coritiba Foot Ball Club,Netherlands,Eredivisie,Feyenoord Rotterdam,4.5,False
667,Edu Expósito,Central Midfield,26,4.0,Spain,LaLiga SmartBank,SD Eibar,Spain,LaLiga,RCD Espanyol Barcelona,4.5,False
668,Mateo Cassierra,Centre-Forward,25,4.5,Russia,Premier Liga,FC Sochi,Russia,Premier Liga,Zenit St. Petersburg,4.5,False
669,Allahyar Sayyadmanesh,Right Winger,21,2.5,Türkiye,Süper Lig,Fenerbahce,England,Championship,Hull City,4.5,False
670,Gastón Ávila,Centre-Back,20,4.5,Argentina,Liga Profesional,CA Boca Juniors,Belgium,Jupiler Pro League,Royal Antwerp FC,4.4,False
671,Pietro Pellegri,Centre-Forward,21,4.5,Monaco,Ligue 1,AS Monaco,Italy,Serie A,Torino FC,4.2,False
672,Jamie Leweling,Right Winger,21,4.5,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,1.FC Union Berlin,4.0,False
673,Patrick Berg,Defensive Midfield,24,4.5,France,Ligue 1,RC Lens,Norway,Eliteserien,FK Bodø/Glimt,4.0,False
674,Andraz Sporar,Centre-Forward,28,4.5,Portugal,Liga Portugal,Sporting CP,Greece,Super League 1,Panathinaikos FC,3.5,False
675,Luca Kilian,Centre-Back,22,4.5,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,1.FC Köln,2.0,False
676,Ezequiel Bullaude,Attacking Midfield,21,4.5,Argentina,Liga Profesional,CD Godoy Cruz Antonio Tomba,Netherlands,Eredivisie,Feyenoord Rotterdam,2.0,False
677,Moussa Sissoko,Central Midfield,32,4.5,England,Championship,Watford FC,France,Ligue 1,FC Nantes,2.0,False
678,Lorenzo Montipò,Goalkeeper,26,4.5,Italy,Serie B,Benevento Calcio,Italy,Serie A,Hellas Verona,1.1,False
679,Tiquinho Soares,Centre-Forward,31,4.5,Greece,Super League 1,Olympiacos Piraeus,Brazil,Série A,Botafogo de Futebol e Regatas,1.0,False
680,Christopher Jullien,Centre-Back,29,4.5,Scotland,Premiership,Celtic FC,France,Ligue 1,Montpellier HSC,1.0,False
681,Agustín Rogel,Centre-Back,24,4.5,Argentina,Liga Profesional,Club Estudiantes de La Plata,Germany,Bundesliga,Hertha BSC,400k,False
682,Hiroki Ito,Centre-Back,23,4.5,Japan,J1 League,Júbilo Iwata,Germany,Bundesliga,VfB Stuttgart,400k,False
683,Michael Gregoritsch,Centre-Forward,28,4.5,Germany,Bundesliga,FC Augsburg,Germany,Bundesliga,SC Freiburg,0,False
684,Oliver Burke,Centre-Forward,25,4.5,England,Championship,Sheffield United,Germany,Bundesliga,SV Werder Bremen,0,False
685,Benjamin Verbic,Left Winger,28,4.5,Ukraine,Premier Liga,Dynamo Kyiv,Greece,Super League 1,Panathinaikos FC,0,False
686,Bernard,Left Winger,29,4.5,United Arab Emirates,UAE Pro League,Sharjah FC,Greece,Super League 1,Panathinaikos FC,0,False
687,Wylan Cyprien,Central Midfield,27,4.5,Italy,Serie B,Parma Calcio 1913,Switzerland,Super League,FC Sion,0,True
688,Junior Sambia,Right-Back,25,4.5,France,Ligue 1,Montpellier HSC,Italy,Serie A,US Salernitana 1919,0,False
689,Vini Souza,Defensive Midfield,23,4.5,Belgium,Challenger Pro League,Lommel SK,Spain,LaLiga,RCD Espanyol Barcelona,0,True
690,Jordan Beyer,Centre-Back,22,4.5,Germany,Bundesliga,Borussia Mönchengladbach,England,Championship,Burnley FC,0,True
691,Gaël Kakuta,Attacking Midfield,31,4.5,France,Ligue 1,RC Lens,France,Ligue 2,Amiens SC,0,False
692,David Okereke,Centre-Forward,24,4.5,Belgium,Jupiler Pro League,Club Brugge KV,Italy,Serie A,US Cremonese,0,False
693,Germán Berterame,Centre-Forward,23,4.5,Mexico,Liga MX Apertura,Atlético de San Luis,Mexico,Liga MX Apertura,CF Monterrey,0,False
694,Dimitrios Pelkas,Attacking Midfield,28,4.5,Türkiye,Süper Lig,Fenerbahce,England,Championship,Hull City,0,True
695,Ilan Kebbal,Attacking Midfield,24,4.5,France,Ligue 1,Stade Reims,France,Ligue 2,Paris FC,0,True
696,Konstantinos Manolas,Centre-Back,31,4.5,Greece,Super League 1,Olympiacos Piraeus,United Arab Emirates,UAE Pro League,Sharjah FC,0,False
697,Gabriel Pirani,Attacking Midfield,20,4.5,Brazil,Série A,Santos FC,Brazil,Série A,Cuiabá Esporte Clube (MT),0,True
698,Omar Khribin,Centre-Forward,28,4.5,United Arab Emirates,UAE Pro League,Al-Wahda FC,United Arab Emirates,UAE Pro League,Shabab Al-Ahli Club,0,True
699,Alexandro Bernabéi,Left-Back,21,3.3,Argentina,Liga Profesional,Club Atlético Lanús,Scotland,Premiership,Celtic FC,4.35,False
700,Gustavo del Prete,Centre-Forward,26,3.8,Argentina,Liga Profesional,Club Estudiantes de La Plata,Mexico,Liga MX Apertura,UNAM Pumas,4.3,False
701,Can Bozdoğan,Central Midfield,21,4.3,Germany,Bundesliga,FC Schalke 04,Netherlands,Eredivisie,FC Utrecht,500k,True
702,Nicolás Marichal,Centre-Back,21,1.0,Uruguay,Primera División Clausura,Club Nacional,Russia,Premier Liga,Dynamo Moscow,4.2,False
703,Pablo Solari,Right Winger,21,1.8,Chile,Primera División,CSD Colo-Colo,Argentina,Liga Profesional,CA River Plate,4.2,False
704,Stefano Denswil,Centre-Back,29,4.2,Italy,Serie A,Bologna FC 1909,Türkiye,Süper Lig,Trabzonspor,0,False
705,Michele Di Gregorio,Goalkeeper,24,3.8,Italy,Serie A,Inter Milan,Italy,Serie A,AC Monza,4.15,False
706,Veljko Birmancevic,Right Winger,24,3.5,Sweden,Allsvenskan,Malmö FF,France,Ligue 1,FC Toulouse,4.1,False
707,Bosko Sutalo,Centre-Back,22,3.0,Italy,Serie A,Atalanta BC,Croatia,SuperSport HNL,GNK Dinamo Zagreb,4.05,False
708,Jens Stage,Central Midfield,25,3.5,Denmark,Superliga,FC Copenhagen,Germany,Bundesliga,SV Werder Bremen,4.0,False
709,Filippo Melegoni,Central Midfield,23,2.0,Italy,Serie A,Atalanta BC,Italy,Serie B,Genoa CFC,4.0,False
710,Juan Cabal,Centre-Back,21,800k,Colombia,Liga DIMAYOR II,Atlético Nacional,Italy,Serie A,Hellas Verona,4.0,False
711,Sotiris Alexandropoulos,Central Midfield,20,3.0,Greece,Super League 1,Panathinaikos FC,Portugal,Liga Portugal,Sporting CP,4.0,False
712,Jaka Bijol,Centre-Back,23,3.5,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,Udinese Calcio,4.0,False
713,Enzo Ebosse,Centre-Back,23,2.0,France,Ligue 1,Angers SCO,Italy,Serie A,Udinese Calcio,4.0,False
714,Francesco Caputo,Centre-Forward,34,2.5,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,4.0,False
715,Alan Virginius,Left Winger,19,2.0,France,Ligue 2,FC Sochaux-Montbéliard,France,Ligue 1,LOSC Lille,4.0,False
716,Benson Manuel,Right Winger,25,3.0,Belgium,Jupiler Pro League,Royal Antwerp FC,England,Championship,Burnley FC,4.0,False
717,Anass Zaroury,Left Winger,21,1.2,Belgium,Jupiler Pro League,R Charleroi SC,England,Championship,Burnley FC,4.0,False
718,Nicolás Fernández Mercau,Left-Back,22,2.5,Argentina,Liga Profesional,CA San Lorenzo de Almagro,Spain,LaLiga,Elche CF,4.0,False
719,Doğukan Sinik,Left Winger,23,4.0,Türkiye,Süper Lig,Antalyaspor,England,Championship,Hull City,4.0,False
720,Emil Bohinen,Defensive Midfield,23,4.0,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,US Salernitana 1919,3.85,False
721,Martin Hongla,Defensive Midfield,24,4.0,Belgium,Jupiler Pro League,Royal Antwerp FC,Italy,Serie A,Hellas Verona,3.7,False
722,Marcus Forss,Centre-Forward,23,4.0,England,Premier League,Brentford FC,England,Championship,Middlesbrough FC,3.6,False
723,Hidemasa Morita,Central Midfield,27,4.0,Portugal,Liga Portugal,CD Santa Clara,Portugal,Liga Portugal,Sporting CP,3.45,False
724,Carlos González,Centre-Forward,29,4.0,Mexico,Liga MX Apertura,Tigres UANL,Mexico,Liga MX Apertura,Deportivo Toluca,3.3,False
725,Rabbi Matondo,Left Winger,21,4.0,Germany,Bundesliga,FC Schalke 04,Scotland,Premiership,Rangers FC,3.0,False
726,Luuk de Jong,Centre-Forward,31,4.0,Spain,LaLiga,Sevilla FC,Netherlands,Eredivisie,PSV Eindhoven,3.0,False
727,Alejandro Pozo,Right-Back,23,4.0,Spain,LaLiga,Sevilla FC,Spain,LaLiga,UD Almería,3.0,False
728,Néstor Araújo,Centre-Back,30,4.0,Spain,LaLiga,Celta de Vigo,Mexico,Liga MX Apertura,CF América,3.0,False
729,Jonathan Calleri,Centre-Forward,28,4.0,Uruguay,Primera División Clausura,Club Deportivo Maldonado,Brazil,Série A,São Paulo Futebol Clube,2.9,False
730,Martin Dúbravka,Goalkeeper,33,4.0,England,Premier League,Newcastle United,England,Premier League,Manchester United,2.3,True
731,Andy Pelmard,Centre-Back,22,4.0,France,Ligue 1,OGC Nice,Switzerland,Super League,FC Basel 1893,2.0,False
732,Dan Ndoye,Right Winger,21,4.0,France,Ligue 1,OGC Nice,Switzerland,Super League,FC Basel 1893,2.0,False
733,Walter Bou,Centre-Forward,28,4.0,Argentina,Liga Profesional,Defensa y Justicia,Argentina,Liga Profesional,CA Vélez Sarsfield,2.0,False
734,Gonzalo Melero,Central Midfield,28,4.0,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga,UD Almería,1.9,False
735,Alan Mozo,Right-Back,25,4.0,Mexico,Liga MX Apertura,UNAM Pumas,Mexico,Liga MX Apertura,Deportivo Guadalajara,1.8,False
736,Elvis Rexhbecaj,Central Midfield,24,4.0,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,FC Augsburg,1.7,False
737,Dylan Bronn,Centre-Back,27,4.0,France,Ligue 2,FC Metz,Italy,Serie A,US Salernitana 1919,1.56,False
738,Michal Sadílek,Central Midfield,23,4.0,Netherlands,Eredivisie,PSV Eindhoven,Netherlands,Eredivisie,Twente Enschede FC,1.5,False
739,Tomás Chancalay,Left Winger,23,4.0,Argentina,Liga Profesional,Racing Club,United Arab Emirates,UAE Pro League,Al-Wasl SC,1.5,True
740,Agustín Marchesín,Goalkeeper,34,4.0,Portugal,Liga Portugal,FC Porto,Spain,LaLiga,Celta de Vigo,1.05,False
741,Yann Karamoh,Left Winger,24,4.0,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,Torino FC,1.0,False
742,Kasper Schmeichel,Goalkeeper,35,4.0,England,Premier League,Leicester City,France,Ligue 1,OGC Nice,1.0,False
743,Adrián Embarba,Right Winger,30,4.0,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,UD Almería,1.0,False
744,Zaydou Youssouf,Central Midfield,23,4.0,France,Ligue 2,AS Saint-Étienne,Portugal,Liga Portugal,FC Famalicão,1.0,False
745,Braian Romero,Centre-Forward,31,4.0,Argentina,Liga Profesional,CA River Plate,Brazil,Série A,Sport Club Internacional,900k,False
746,Tom Krauß,Central Midfield,21,4.0,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,FC Schalke 04,600k,True
747,Falaye Sacko,Right-Back,27,4.0,Portugal,Liga Portugal,Vitória Guimarães SC,France,Ligue 1,Montpellier HSC,500k,True
748,Johan Vásquez,Centre-Back,23,4.0,Italy,Serie B,Genoa CFC,Italy,Serie A,US Cremonese,500k,True
749,Emre Akbaba,Attacking Midfield,29,4.0,Türkiye,Süper Lig,Galatasaray,Türkiye,Süper Lig,Adana Demirspor,500k,False
750,Otabek Shukurov,Central Midfield,26,4.0,United Arab Emirates,UAE Pro League,Sharjah FC,Türkiye,Süper Lig,Fatih Karagümrük,420k,False
751,Álvaro Fernández,Goalkeeper,24,4.0,Spain,LaLiga SmartBank,SD Huesca,Spain,LaLiga,RCD Espanyol Barcelona,400k,True
752,Bartosz Bialek,Centre-Forward,20,4.0,Germany,Bundesliga,VfL Wolfsburg,Netherlands,Eredivisie,Vitesse Arnhem,200k,True
753,Renato Kayzer,Centre-Forward,26,4.0,Brazil,Série A,Fortaleza Esporte Clube,"Korea, South",K League 2,Daejeon Hana Citizen,200k,True
754,Axel Witsel,Centre-Back,33,4.0,Germany,Bundesliga,Borussia Dortmund,Spain,LaLiga,Atlético de Madrid,0,False
755,Jonjoe Kenny,Right-Back,25,4.0,England,Premier League,Everton FC,Germany,Bundesliga,Hertha BSC,0,False
756,Ivan Sunjic,Defensive Midfield,25,4.0,England,Championship,Birmingham City,Germany,Bundesliga,Hertha BSC,0,True
757,Jean-Paul Boëtius,Attacking Midfield,28,4.0,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,Hertha BSC,0,False
758,Francesco Acerbi,Centre-Back,34,4.0,Italy,Serie A,SS Lazio,Italy,Serie A,Inter Milan,0,True
759,Danilho Doekhi,Centre-Back,24,4.0,Netherlands,Eredivisie,Vitesse Arnhem,Germany,Bundesliga,1.FC Union Berlin,0,False
760,Felix Mambimbi,Left Winger,21,4.0,Switzerland,Super League,BSC Young Boys,Netherlands,Eredivisie,SC Cambuur Leeuwarden,0,True
761,Dries Mertens,Second Striker,35,4.0,Italy,Serie A,SSC Napoli,Türkiye,Süper Lig,Galatasaray,0,False
762,Pizzi,Attacking Midfield,32,4.0,Portugal,Liga Portugal,SL Benfica,United Arab Emirates,UAE Pro League,Al-Wahda FC,0,False
763,Martín Payero,Central Midfield,23,4.0,England,Championship,Middlesbrough FC,Argentina,Liga Profesional,CA Boca Juniors,0,True
764,Jakub Jankto,Left Midfield,26,4.0,Spain,LaLiga,Getafe CF,Czech Republic,Fortuna Liga,AC Sparta Prague,0,True
765,Danilo,Centre-Forward,23,4.0,Netherlands,Eredivisie,Ajax Amsterdam,Netherlands,Eredivisie,Feyenoord Rotterdam,0,False
766,Oussama Idrissi,Left Winger,26,4.0,Spain,LaLiga,Sevilla FC,Netherlands,Eredivisie,Feyenoord Rotterdam,0,True
767,Issa Kaboré,Right-Back,21,4.0,England,Premier League,Manchester City,France,Ligue 1,Olympique Marseille,0,True
768,Mattia Aramu,Attacking Midfield,27,4.0,Italy,Serie B,Venezia FC,Italy,Serie B,Genoa CFC,0,True
769,Roberto Piccoli,Centre-Forward,21,4.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Hellas Verona,0,True
770,M'Baye Niang,Centre-Forward,27,4.0,France,Ligue 2,FC Girondins Bordeaux,France,Ligue 1,AJ Auxerre,0,False
771,Krystian Bielik,Defensive Midfield,24,4.0,England,League One,Derby County,England,Championship,Birmingham City,0,True
772,Sergio Asenjo,Goalkeeper,33,4.0,Spain,LaLiga,Villarreal CF,Spain,LaLiga,Real Valladolid CF,0,False
773,Unai López,Central Midfield,26,4.0,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga,Rayo Vallecano,0,False
774,Erik Botheim,Centre-Forward,22,4.0,Russia,Premier Liga,FK Krasnodar,Italy,Serie A,US Salernitana 1919,0,False
775,Xavi Simons,Attacking Midfield,19,4.0,France,Ligue 1,Paris Saint-Germain,Netherlands,Eredivisie,PSV Eindhoven,0,False
776,Cole Bassett,Attacking Midfield,21,4.0,United States,MLS,Colorado Rapids,Netherlands,Eredivisie,Fortuna Sittard,0,True
777,Nemanja Radonjic,Left Winger,26,4.0,France,Ligue 1,Olympique Marseille,Italy,Serie A,Torino FC,0,True
778,Chidozie Awaziem,Centre-Back,25,4.0,Portugal,Liga Portugal,Boavista FC,Croatia,SuperSport HNL,HNK Hajduk Split,0,True
779,Eduardo Quaresma,Centre-Back,20,4.0,Portugal,Liga Portugal,Sporting CP,Germany,Bundesliga,TSG 1899 Hoffenheim,0,True
780,Mathieu Cafaro,Right Winger,25,4.0,Belgium,Jupiler Pro League,Standard Liège,France,Ligue 2,AS Saint-Étienne,0,True
781,Cheikhou Kouyaté,Defensive Midfield,32,4.0,England,Premier League,Crystal Palace,England,Premier League,Nottingham Forest,0,False
782,Brian Lozano,Left Winger,28,4.0,Mexico,Liga MX Apertura,Santos Laguna,Uruguay,Primera División Clausura,CA Peñarol,0,True
783,Willian,Left Winger,34,4.0,Brazil,Série A,Sport Club Corinthians Paulista,England,Premier League,Fulham FC,0,False
784,Arnaud Nordin,Right Winger,24,4.0,France,Ligue 2,AS Saint-Étienne,France,Ligue 1,Montpellier HSC,0,False
785,Wahbi Khazri,Left Winger,31,4.0,France,Ligue 2,AS Saint-Étienne,France,Ligue 1,Montpellier HSC,0,False
786,Hamza Choudhury,Defensive Midfield,24,4.0,England,Premier League,Leicester City,England,Championship,Watford FC,0,True
787,Kortney Hause,Centre-Back,27,4.0,England,Premier League,Aston Villa,England,Championship,Watford FC,0,True
788,Hassane Kamara,Left-Back,28,4.0,Italy,Serie A,Udinese Calcio,England,Championship,Watford FC,0,True
789,Mamadou Loum,Defensive Midfield,25,4.0,Portugal,Liga Portugal,FC Porto,England,Championship,Reading FC,0,True
790,Filip Djuricic,Attacking Midfield,30,4.0,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,0,False
791,Samu Castillejo,Right Winger,27,4.0,Italy,Serie A,AC Milan,Spain,LaLiga,Valencia CF,0,False
792,Edinson Cavani,Centre-Forward,35,4.0,England,Premier League,Manchester United,Spain,LaLiga,Valencia CF,0,False
793,José Luis Morales,Centre-Forward,34,4.0,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga,Villarreal CF,0,False
794,Akim Zedadka,Right-Back,27,4.0,France,Ligue 1,Clermont Foot 63,France,Ligue 1,LOSC Lille,0,False
795,Rony Lopes,Right Winger,26,4.0,Spain,LaLiga,Sevilla FC,France,Ligue 1,ESTAC Troyes,0,True
796,Rhys Williams,Centre-Back,21,4.0,England,Premier League,Liverpool FC,England,Championship,Blackpool FC,0,True
797,Folarin Balogun,Centre-Forward,21,4.0,England,Premier League,Arsenal FC,France,Ligue 1,Stade Reims,0,True
798,Erison,Centre-Forward,23,4.0,Brazil,Série A,Botafogo de Futebol e Regatas,Portugal,Liga Portugal,GD Estoril Praia,0,True
799,Álex Collado,Right Winger,23,4.0,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Elche CF,0,True
800,Jens Jönsson,Defensive Midfield,29,4.0,Spain,LaLiga,Cádiz CF,Greece,Super League 1,AEK Athens,0,False
